Time,HDG,Pitch,Roll
16:30:15,194.04,1.28,-2.18
16:30:16,194.03,1.28,-2.18
16:30:17,194.04,1.29,-2.17
16:30:18,194.03,1.28,-2.17
16:30:19,194.04,1.26,-2.19
16:30:20,194.04,1.29,-2.18
16:30:21,194.04,1.28,-2.18
16:30:22,194.04,1.27,-2.17
16:30:23,194.04,1.27,-2.18
16:30:24,194.04,1.29,-2.18
16:30:25,194.04,1.28,-2.18
16:30:26,194.03,1.29,-2.18
16:30:27,194.04,1.28,-2.18
16:30:28,194.03,1.31,-2.16
16:30:29,194.04,1.27,-2.20
16:30:30,194.04,1.27,-2.20
16:30:31,194.04,1.29,-2.20
16:30:32,194.04,1.27,-2.20
16:30:33,194.04,1.28,-2.18
16:30:34,194.04,1.26,-2.19
16:30:35,194.03,1.28,-2.18
16:30:36,194.04,1.28,-2.19
16:30:37,194.04,1.26,-2.21
16:30:38,194.04,1.26,-2.21
16:30:39,194.03,1.25,-2.23
16:30:40,194.03,1.27,-2.20
16:30:41,194.04,1.27,-2.19
16:30:42,194.04,1.26,-2.20
16:30:43,194.03,1.26,-2.21
16:30:44,194.03,1.25,-2.20
16:30:45,194.03,1.26,-2.20
16:30:46,194.03,1.25,-2.23
16:30:47,194.03,1.25,-2.23
16:30:48,194.03,1.27,-2.21
16:30:49,194.03,1.25,-2.24
16:30:50,194.03,1.26,-2.22
16:30:51,194.03,1.23,-2.24
16:30:52,194.03,1.26,-2.23
16:30:53,194.03,1.24,-2.23
16:30:54,194.03,1.26,-2.22
16:30:55,194.03,1.26,-2.22
16:30:56,194.03,1.25,-2.25
16:30:57,194.03,1.26,-2.24
16:30:58,194.03,1.26,-2.24
16:30:59,194.03,1.24,-2.25
16:31:00,194.03,1.24,-2.25
16:31:01,194.03,1.24,-2.26
16:31:02,194.03,1.25,-2.23
16:31:03,194.03,1.25,-2.24
16:31:04,194.03,1.25,-2.25
16:31:05,194.02,1.26,-2.25
16:31:06,194.03,1.26,-2.24
16:31:07,194.03,1.26,-2.23
16:31:08,194.03,1.27,-2.23
16:31:09,194.02,1.26,-2.23
16:31:10,194.03,1.27,-2.21
16:31:11,194.02,1.26,-2.24
16:31:12,194.02,1.27,-2.22
16:31:13,194.02,1.27,-2.22
16:31:14,194.02,1.26,-2.23
16:31:15,194.02,1.27,-2.23
16:31:16,194.02,1.26,-2.25
16:31:17,194.03,1.27,-2.24
16:31:18,194.02,1.25,-2.25
16:31:19,194.03,1.25,-2.25
16:31:20,194.03,1.25,-2.26
16:31:21,194.03,1.25,-2.26
16:31:22,194.03,1.26,-2.26
16:31:23,194.03,1.25,-2.27
16:31:24,194.03,1.26,-2.25
16:31:25,194.03,1.25,-2.23
16:31:26,194.03,1.26,-2.25
16:31:27,194.03,1.27,-2.24
16:31:28,194.03,1.26,-2.21
16:31:29,194.03,1.26,-2.23
16:31:30,194.03,1.25,-2.24
16:31:31,194.03,1.27,-2.22
16:31:32,194.03,1.28,-2.21
16:31:33,194.03,1.27,-2.20
16:31:34,194.03,1.27,-2.21
16:31:35,194.03,1.26,-2.23
16:31:36,194.02,1.24,-2.23
16:31:37,194.03,1.28,-2.22
16:31:38,194.02,1.26,-2.22
16:31:39,194.02,1.23,-2.23
16:31:40,194.03,1.26,-2.21
16:31:41,194.03,1.26,-2.21
16:31:42,194.02,1.24,-2.23
16:31:43,194.03,1.24,-2.22
16:31:44,194.03,1.25,-2.23
16:31:45,194.03,1.25,-2.22
16:31:46,194.03,1.24,-2.25
16:31:47,194.03,1.25,-2.22
16:31:48,194.03,1.25,-2.22
16:31:49,194.03,1.24,-2.23
16:31:50,194.04,1.25,-2.22
16:31:51,194.03,1.26,-2.21
16:31:52,194.03,1.26,-2.22
16:31:53,194.03,1.26,-2.22
16:31:54,194.03,1.26,-2.22
16:31:55,194.03,1.25,-2.22
16:31:56,194.03,1.26,-2.21
16:31:57,194.03,1.26,-2.22
16:31:58,194.03,1.26,-2.21
16:31:59,194.03,1.25,-2.23
16:32:00,194.03,1.25,-2.21
16:32:01,194.03,1.24,-2.24
16:32:02,194.03,1.25,-2.24
16:32:03,194.03,1.26,-2.21
16:32:04,194.03,1.27,-2.20
16:32:05,194.03,1.25,-2.21
16:32:06,194.03,1.27,-2.20
16:32:07,194.02,1.27,-2.21
16:32:08,194.03,1.27,-2.20
16:32:09,194.03,1.25,-2.24
16:32:10,194.03,1.25,-2.23
16:32:11,194.03,1.27,-2.20
16:32:12,194.03,1.27,-2.22
16:32:13,194.03,1.26,-2.22
16:32:14,194.03,1.29,-2.21
16:32:15,194.03,1.26,-2.19
16:32:16,194.02,1.27,-2.22
16:32:17,194.03,1.28,-2.21
16:32:18,194.03,1.27,-2.21
16:32:19,194.03,1.25,-2.22
16:32:20,194.03,1.24,-2.22
16:32:21,194.02,1.24,-2.24
16:32:22,194.03,1.26,-2.23
16:32:23,194.03,1.25,-2.24
16:32:24,194.03,1.25,-2.22
16:32:25,194.03,1.25,-2.22
16:32:26,194.03,1.24,-2.25
16:32:27,194.03,1.25,-2.24
16:32:28,194.03,1.24,-2.26
16:32:29,194.04,1.23,-2.28
16:32:30,194.03,1.25,-2.25
16:32:31,194.03,1.23,-2.27
16:32:32,194.03,1.24,-2.26
16:32:33,194.03,1.23,-2.29
16:32:34,194.03,1.24,-2.27
16:32:35,194.02,1.23,-2.26
16:32:36,194.03,1.25,-2.26
16:32:37,194.02,1.25,-2.24
16:32:38,194.03,1.25,-2.25
16:32:39,194.03,1.24,-2.25
16:32:40,194.02,1.24,-2.26
16:32:41,194.02,1.22,-2.27
16:32:42,194.02,1.25,-2.25
16:32:43,194.03,1.23,-2.25
16:32:44,194.02,1.24,-2.26
16:32:45,194.03,1.26,-2.24
16:32:46,194.02,1.25,-2.26
16:32:47,194.02,1.25,-2.26
16:32:48,194.03,1.24,-2.26
16:32:49,194.03,1.27,-2.22
16:32:50,194.03,1.25,-2.25
16:32:51,194.03,1.25,-2.25
16:32:52,194.03,1.26,-2.24
16:32:53,194.03,1.26,-2.23
16:32:54,194.03,1.26,-2.24
16:32:55,194.03,1.24,-2.26
16:32:56,194.03,1.25,-2.23
16:32:57,194.03,1.26,-2.23
16:32:58,194.03,1.24,-2.24
16:32:59,194.03,1.26,-2.22
16:33:00,194.03,1.24,-2.25
16:33:01,194.03,1.27,-2.21
16:33:02,194.03,1.24,-2.25
16:33:03,194.03,1.25,-2.25
16:33:04,194.03,1.26,-2.25
16:33:05,194.02,1.24,-2.24
16:33:06,194.03,1.26,-2.23
16:33:07,194.03,1.26,-2.24
16:33:08,194.02,1.26,-2.24
16:33:09,194.02,1.25,-2.25
16:33:10,194.03,1.26,-2.24
16:33:11,194.03,1.26,-2.25
16:33:12,194.02,1.25,-2.25
16:33:13,194.03,1.26,-2.24
16:33:14,194.02,1.25,-2.26
16:33:15,194.03,1.24,-2.23
16:33:16,194.02,1.23,-2.24
16:33:17,194.02,1.25,-2.23
16:33:18,194.03,1.22,-2.25
16:33:19,194.03,1.24,-2.24
16:33:20,194.03,1.22,-2.25
16:33:21,194.03,1.23,-2.23
16:33:22,194.03,1.23,-2.25
16:33:23,194.02,1.22,-2.25
16:33:24,194.03,1.22,-2.24
16:33:25,194.02,1.23,-2.22
16:33:26,194.03,1.23,-2.23
16:33:27,194.02,1.22,-2.24
16:33:28,194.02,1.22,-2.24
16:33:29,194.03,1.22,-2.23
16:33:30,194.03,1.22,-2.24
16:33:31,194.03,1.23,-2.22
16:33:32,194.02,1.23,-2.23
16:33:33,194.02,1.22,-2.23
16:33:34,194.02,1.22,-2.22
16:33:35,194.02,1.24,-2.21
16:33:36,194.02,1.22,-2.21
16:33:37,194.02,1.23,-2.22
16:33:38,194.02,1.22,-2.21
16:33:39,194.02,1.21,-2.23
16:33:40,194.02,1.23,-2.22
16:33:41,194.03,1.23,-2.21
16:33:42,194.02,1.25,-2.20
16:33:43,194.02,1.22,-2.23
16:33:44,194.02,1.24,-2.22
16:33:45,194.02,1.22,-2.25
16:33:46,194.02,1.23,-2.23
16:33:47,194.02,1.23,-2.22
16:33:48,194.02,1.23,-2.20
16:33:49,194.03,1.22,-2.23
16:33:50,194.03,1.24,-2.21
16:33:51,194.02,1.22,-2.23
16:33:52,194.02,1.22,-2.24
16:33:53,194.02,1.23,-2.23
16:33:54,194.02,1.25,-2.20
16:33:55,194.02,1.23,-2.23
16:33:56,194.02,1.22,-2.24
16:33:57,194.02,1.24,-2.23
16:33:58,194.02,1.23,-2.23
16:33:59,194.02,1.24,-2.22
16:34:00,194.02,1.23,-2.23
16:34:01,194.02,1.23,-2.21
16:34:02,194.02,1.24,-2.22
16:34:03,194.02,1.24,-2.22
16:34:04,194.02,1.24,-2.23
16:34:05,194.02,1.24,-2.20
16:34:06,194.02,1.23,-2.23
16:34:07,194.02,1.23,-2.22
16:34:08,194.02,1.25,-2.22
16:34:09,194.02,1.24,-2.19
16:34:10,194.03,1.25,-2.19
16:34:11,194.03,1.27,-2.16
16:34:12,194.02,1.24,-2.22
16:34:13,194.03,1.25,-2.21
16:34:14,194.02,1.25,-2.19
16:34:15,194.02,1.25,-2.21
16:34:16,194.02,1.27,-2.20
16:34:17,194.02,1.28,-2.19
16:34:18,194.02,1.27,-2.18
16:34:19,194.03,1.26,-2.19
16:34:20,194.02,1.26,-2.19
16:34:21,194.02,1.25,-2.22
16:34:22,194.02,1.27,-2.20
16:34:23,194.02,1.25,-2.21
16:34:24,194.03,1.27,-2.20
16:34:25,194.03,1.27,-2.20
16:34:26,194.02,1.27,-2.19
16:34:27,194.02,1.25,-2.21
16:34:28,194.01,1.24,-2.23
16:34:29,194.02,1.25,-2.21
16:34:30,194.02,1.25,-2.21
16:34:31,194.02,1.28,-2.20
16:34:32,194.02,1.26,-2.22
16:34:33,194.03,1.23,-2.23
16:34:34,194.03,1.27,-2.21
16:34:35,194.03,1.26,-2.21
16:34:36,194.03,1.26,-2.20
16:34:37,194.03,1.25,-2.20
16:34:38,194.02,1.27,-2.21
16:34:39,194.02,1.26,-2.22
16:34:40,194.02,1.26,-2.20
16:34:41,194.01,1.25,-2.22
16:34:42,194.02,1.24,-2.20
16:34:43,194.02,1.27,-2.19
16:34:44,194.02,1.29,-2.18
16:34:45,194.02,1.25,-2.20
16:34:46,194.02,1.25,-2.20
16:34:47,194.02,1.26,-2.22
16:34:48,194.02,1.25,-2.21
16:34:49,194.02,1.27,-2.22
16:34:50,194.02,1.27,-2.19
16:34:51,194.02,1.25,-2.23
16:34:52,194.02,1.28,-2.20
16:34:53,194.03,1.27,-2.20
16:34:54,194.02,1.26,-2.22
16:34:55,194.02,1.25,-2.22
16:34:56,194.02,1.26,-2.22
16:34:57,194.02,1.26,-2.21
16:34:58,194.02,1.25,-2.22
16:34:59,194.02,1.24,-2.22
16:35:00,194.02,1.25,-2.23
16:35:01,194.01,1.26,-2.20
16:35:02,194.01,1.24,-2.22
16:35:03,194.02,1.25,-2.22
16:35:04,194.02,1.25,-2.22
16:35:05,194.02,1.24,-2.24
16:35:06,194.01,1.26,-2.20
16:35:07,194.02,1.24,-2.22
16:35:08,194.02,1.24,-2.22
16:35:09,194.02,1.24,-2.23
16:35:10,194.01,1.26,-2.20
16:35:11,194.01,1.25,-2.23
16:35:12,194.02,1.28,-2.19
16:35:13,194.02,1.25,-2.21
16:35:14,194.02,1.26,-2.20
16:35:15,194.02,1.26,-2.20
16:35:16,194.02,1.26,-2.20
16:35:17,194.02,1.26,-2.23
16:35:18,194.02,1.25,-2.25
16:35:19,194.02,1.25,-2.23
16:35:20,194.02,1.26,-2.20
16:35:21,194.02,1.26,-2.20
16:35:22,194.03,1.25,-2.23
16:35:23,194.02,1.25,-2.22
16:35:24,194.02,1.26,-2.22
16:35:25,194.02,1.27,-2.22
16:35:26,194.02,1.25,-2.22
16:35:27,194.02,1.25,-2.23
16:35:28,194.02,1.25,-2.23
16:35:29,194.02,1.25,-2.22
16:35:30,194.02,1.25,-2.22
16:35:31,194.02,1.23,-2.23
16:35:32,194.02,1.25,-2.23
16:35:33,194.01,1.25,-2.22
16:35:34,194.01,1.27,-2.21
16:35:35,194.02,1.24,-2.22
16:35:36,194.01,1.25,-2.24
16:35:37,194.02,1.23,-2.22
16:35:38,194.02,1.25,-2.22
16:35:39,194.01,1.25,-2.24
16:35:40,194.02,1.24,-2.24
16:35:41,194.02,1.24,-2.23
16:35:42,194.01,1.23,-2.25
16:35:43,194.02,1.24,-2.24
16:35:44,194.02,1.23,-2.26
16:35:45,194.01,1.24,-2.26
16:35:46,194.01,1.24,-2.25
16:35:47,194.02,1.24,-2.24
16:35:48,194.01,1.24,-2.26
16:35:49,194.02,1.23,-2.26
16:35:50,194.02,1.23,-2.26
16:35:51,194.02,1.22,-2.25
16:35:52,194.02,1.23,-2.27
16:35:53,194.02,1.24,-2.25
16:35:54,194.02,1.23,-2.25
16:35:55,194.02,1.23,-2.26
16:35:56,194.01,1.25,-2.24
16:35:57,194.01,1.24,-2.27
16:35:58,194.02,1.23,-2.25
16:35:59,194.02,1.22,-2.27
16:36:00,194.01,1.22,-2.28
16:36:01,194.01,1.23,-2.26
16:36:02,194.01,1.24,-2.26
16:36:03,194.01,1.23,-2.26
16:36:04,194.01,1.23,-2.27
16:36:05,194.01,1.22,-2.27
16:36:06,194.01,1.26,-2.24
16:36:07,194.01,1.25,-2.27
16:36:08,194.01,1.25,-2.23
16:36:09,194.01,1.25,-2.25
16:36:10,194.01,1.25,-2.24
16:36:11,194.01,1.25,-2.23
16:36:12,194.01,1.24,-2.24
16:36:13,194.01,1.23,-2.25
16:36:14,194.01,1.24,-2.23
16:36:15,194.02,1.25,-2.23
16:36:16,194.02,1.22,-2.26
16:36:17,194.02,1.22,-2.25
16:36:18,194.02,1.23,-2.25
16:36:19,194.02,1.22,-2.24
16:36:20,194.02,1.24,-2.24
16:36:21,194.02,1.23,-2.25
16:36:22,194.02,1.24,-2.24
16:36:23,194.01,1.24,-2.25
16:36:24,194.01,1.23,-2.26
16:36:25,194.01,1.21,-2.26
16:36:26,194.01,1.22,-2.24
16:36:27,194.01,1.22,-2.26
16:36:28,194.01,1.23,-2.25
16:36:29,194.00,1.22,-2.26
16:36:30,194.01,1.24,-2.24
16:36:31,194.01,1.22,-2.25
16:36:32,194.01,1.21,-2.27
16:36:33,194.01,1.21,-2.27
16:36:34,194.01,1.21,-2.25
16:36:35,194.01,1.23,-2.25
16:36:36,194.01,1.23,-2.23
16:36:37,194.01,1.22,-2.23
16:36:38,194.01,1.23,-2.24
16:36:39,194.02,1.24,-2.22
16:36:40,194.02,1.22,-2.26
16:36:41,194.01,1.23,-2.24
16:36:42,194.02,1.22,-2.22
16:36:43,194.01,1.23,-2.23
16:36:44,194.01,1.23,-2.24
16:36:45,194.02,1.22,-2.24
16:36:46,194.01,1.22,-2.24
16:36:47,194.01,1.21,-2.22
16:36:48,194.02,1.21,-2.23
16:36:49,194.02,1.21,-2.24
16:36:50,194.01,1.22,-2.23
16:36:51,194.02,1.22,-2.22
16:36:52,194.01,1.23,-2.22
16:36:53,194.01,1.21,-2.22
16:36:54,194.02,1.23,-2.21
16:36:55,194.01,1.21,-2.25
16:36:56,194.01,1.22,-2.22
16:36:57,194.01,1.23,-2.21
16:36:58,194.01,1.22,-2.24
16:36:59,194.01,1.21,-2.24
16:37:00,194.01,1.23,-2.24
16:37:01,194.01,1.23,-2.24
16:37:02,194.02,1.23,-2.22
16:37:03,194.02,1.23,-2.22
16:37:04,194.02,1.24,-2.20
16:37:05,194.01,1.23,-2.22
16:37:06,194.02,1.24,-2.20
16:37:07,194.01,1.22,-2.24
16:37:08,194.02,1.23,-2.22
16:37:09,194.01,1.23,-2.22
16:37:10,194.02,1.23,-2.22
16:37:11,194.02,1.23,-2.23
16:37:12,194.02,1.24,-2.21
16:37:13,194.02,1.24,-2.21
16:37:14,194.01,1.21,-2.23
16:37:15,194.01,1.23,-2.23
16:37:16,194.02,1.24,-2.23
16:37:17,194.01,1.24,-2.22
16:37:18,194.02,1.22,-2.23
16:37:19,194.01,1.21,-2.25
16:37:20,194.02,1.23,-2.23
16:37:21,194.02,1.25,-2.21
16:37:22,194.02,1.23,-2.24
16:37:23,194.02,1.24,-2.23
16:37:24,194.01,1.24,-2.24
16:37:25,194.02,1.23,-2.23
16:37:26,194.02,1.25,-2.22
16:37:27,194.02,1.23,-2.23
16:37:28,194.02,1.23,-2.22
16:37:29,194.02,1.24,-2.24
16:37:30,194.02,1.26,-2.21
16:37:31,194.01,1.22,-2.24
16:37:32,194.02,1.24,-2.21
16:37:33,194.02,1.24,-2.23
16:37:34,194.02,1.23,-2.23
16:37:35,194.02,1.24,-2.23
16:37:36,194.02,1.26,-2.20
16:37:37,194.02,1.23,-2.22
16:37:38,194.02,1.23,-2.23
16:37:39,194.01,1.24,-2.23
16:37:40,194.01,1.22,-2.24
16:37:41,194.02,1.22,-2.24
16:37:42,194.02,1.23,-2.24
16:37:43,194.02,1.24,-2.24
16:37:44,194.02,1.23,-2.24
16:37:45,194.03,1.24,-2.23
16:37:46,194.02,1.24,-2.23
16:37:47,194.02,1.25,-2.23
16:37:48,194.02,1.25,-2.22
16:37:49,194.02,1.25,-2.24
16:37:50,194.02,1.25,-2.23
16:37:51,194.02,1.26,-2.24
16:37:52,194.02,1.25,-2.26
16:37:53,194.02,1.25,-2.26
16:37:54,194.02,1.27,-2.26
16:37:55,194.02,1.25,-2.25
16:37:56,194.02,1.24,-2.24
16:37:57,194.02,1.24,-2.25
16:37:58,194.01,1.25,-2.24
16:37:59,194.02,1.26,-2.23
16:38:00,194.01,1.25,-2.24
16:38:01,194.02,1.26,-2.22
16:38:02,194.01,1.24,-2.27
16:38:03,194.01,1.26,-2.24
16:38:04,194.01,1.25,-2.24
16:38:05,194.02,1.26,-2.22
16:38:06,194.01,1.25,-2.24
16:38:07,194.02,1.26,-2.23
16:38:08,194.01,1.26,-2.26
16:38:09,194.01,1.27,-2.24
16:38:10,194.02,1.26,-2.25
16:38:11,194.01,1.25,-2.25
16:38:12,194.01,1.25,-2.25
16:38:13,194.01,1.26,-2.27
16:38:14,194.02,1.25,-2.28
16:38:15,194.01,1.24,-2.25
16:38:16,194.01,1.26,-2.27
16:38:17,194.02,1.27,-2.26
16:38:18,194.02,1.25,-2.25
16:38:19,194.02,1.27,-2.24
16:38:20,194.02,1.27,-2.24
16:38:21,194.02,1.26,-2.26
16:38:22,194.02,1.26,-2.24
16:38:23,194.02,1.27,-2.25
16:38:24,194.02,1.27,-2.23
16:38:25,194.02,1.27,-2.22
16:38:26,194.01,1.26,-2.25
16:38:27,194.02,1.28,-2.21
16:38:28,194.01,1.28,-2.23
16:38:29,194.01,1.29,-2.20
16:38:30,194.01,1.28,-2.22
16:38:31,194.02,1.27,-2.22
16:38:32,194.01,1.27,-2.22
16:38:33,194.01,1.27,-2.23
16:38:34,194.02,1.26,-2.24
16:38:35,194.02,1.28,-2.22
16:38:36,194.02,1.27,-2.22
16:38:37,194.02,1.26,-2.24
16:38:38,194.02,1.27,-2.21
16:38:39,194.02,1.24,-2.24
16:38:40,194.02,1.28,-2.21
16:38:41,194.02,1.27,-2.21
16:38:42,194.02,1.29,-2.22
16:38:43,194.02,1.28,-2.20
16:38:44,194.02,1.28,-2.21
16:38:45,194.02,1.29,-2.20
16:38:46,194.02,1.28,-2.19
16:38:47,194.02,1.29,-2.18
16:38:48,194.02,1.28,-2.21
16:38:49,194.02,1.30,-2.18
16:38:50,194.02,1.30,-2.17
16:38:51,194.02,1.29,-2.18
16:38:52,194.02,1.32,-2.14
16:38:53,194.02,1.30,-2.17
16:38:54,194.02,1.29,-2.16
16:38:55,194.02,1.30,-2.16
16:38:56,194.02,1.29,-2.16
16:38:57,194.02,1.32,-2.15
16:38:58,194.02,1.32,-2.15
16:38:59,194.02,1.30,-2.17
16:39:00,194.01,1.29,-2.17
16:39:01,194.02,1.30,-2.15
16:39:02,194.02,1.30,-2.16
16:39:03,194.02,1.28,-2.18
16:39:04,194.02,1.32,-2.12
16:39:05,194.02,1.30,-2.16
16:39:06,194.02,1.31,-2.14
16:39:07,194.02,1.30,-2.15
16:39:08,194.02,1.31,-2.15
16:39:09,194.02,1.31,-2.15
16:39:10,194.01,1.30,-2.17
16:39:11,194.01,1.30,-2.18
16:39:12,194.02,1.28,-2.17
16:39:13,194.01,1.30,-2.16
16:39:14,194.02,1.30,-2.17
16:39:15,194.02,1.30,-2.19
16:39:16,194.02,1.31,-2.15
16:39:17,194.02,1.31,-2.16
16:39:18,194.02,1.31,-2.15
16:39:19,194.03,1.32,-2.15
16:39:20,194.01,1.30,-2.17
16:39:21,194.02,1.29,-2.19
16:39:22,194.02,1.31,-2.18
16:39:23,194.02,1.27,-2.22
16:39:24,194.02,1.29,-2.18
16:39:25,194.02,1.27,-2.22
16:39:26,194.02,1.28,-2.20
16:39:27,194.02,1.29,-2.18
16:39:28,194.02,1.30,-2.19
16:39:29,194.02,1.30,-2.18
16:39:30,194.03,1.30,-2.20
16:39:31,194.02,1.27,-2.20
16:39:32,194.02,1.29,-2.20
16:39:33,194.02,1.27,-2.22
16:39:34,194.02,1.27,-2.22
16:39:35,194.02,1.29,-2.21
16:39:36,194.02,1.30,-2.20
16:39:37,194.03,1.29,-2.22
16:39:38,194.02,1.30,-2.23
16:39:39,194.02,1.30,-2.22
16:39:40,194.02,1.29,-2.22
16:39:41,194.02,1.31,-2.19
16:39:42,194.02,1.29,-2.21
16:39:43,194.02,1.28,-2.22
16:39:44,194.03,1.30,-2.20
16:39:45,194.02,1.30,-2.21
16:39:46,194.02,1.34,-2.18
16:39:47,194.02,1.29,-2.20
16:39:48,194.02,1.29,-2.22
16:39:49,194.02,1.33,-2.18
16:39:50,194.03,1.33,-2.13
16:39:51,194.02,1.31,-2.19
16:39:52,194.02,1.30,-2.23
16:39:53,194.02,1.30,-2.20
16:39:54,194.03,1.30,-2.22
16:39:55,194.03,1.32,-2.16
16:39:56,194.03,1.32,-2.19
16:39:57,194.02,1.30,-2.23
16:39:58,194.03,1.30,-2.21
